data,date,time,alertDate,category,category_desc,matrix_id,rid,cleaned_city,outLat,outLong,inLat,inLong
בארי,2021-05-13,23:29:56,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10639,בארי,31.424513,34.492567,31.513,34.452
באר שבע - מזרח,2021-05-13,23:29:56,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10640,באר שבע - מזרח,31.2521018,34.7867691,31.513,34.452
באר שבע - מערב,2021-05-13,23:29:56,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10641,באר שבע - מערב,31.2521018,34.7867691,31.513,34.452
באר שבע - צפון,2021-05-13,23:29:56,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10642,באר שבע - צפון,31.2521018,34.7867691,31.513,34.452
מסלול,2021-05-13,23:30:12,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10643,מסלול,31.323677,34.590761,31.513,34.452
רנן,2021-05-13,23:30:12,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10644,רנן,31.33871,34.600358,31.513,34.452
פטיש,2021-05-13,23:30:12,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10645,פטיש,31.3259948,34.563565,31.513,34.452
קרית חינוך מרחבים,2021-05-13,23:30:12,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10646,קרית חינוך מרחבים,31.31658049999999,34.59620350000001,31.513,34.452
חצרים,2021-05-13,23:30:28,2021-05-13T23:30:00,1,ירי רקטות וטילים,1,10647,חצרים,31.240603,34.717427,31.513,34.452
באר שבע - דרום,2021-05-13,23:30:43,2021-05-13T23:31:00,1,ירי רקטות וטילים,1,10648,באר שבע - דרום,31.2521018,34.7867691,31.513,34.452
זיקים,2021-05-13,23:33:17,2021-05-13T23:33:00,1,ירי רקטות וטילים,1,10649,זיקים,31.607204,34.520968,31.513,34.452
כרמיה,2021-05-13,23:33:17,2021-05-13T23:33:00,1,ירי רקטות וטילים,1,10650,כרמיה,31.60269499999999,34.540413,31.513,34.452
נתיב העשרה,2021-05-13,23:33:17,2021-05-13T23:33:00,1,ירי רקטות וטילים,1,10651,נתיב העשרה,31.572407,34.539322,31.513,34.452
אזור תעשייה הדרומי אשקלון,2021-05-13,23:33:17,2021-05-13T23:33:00,1,ירי רקטות וטילים,1,10652,אזור תעשייה הדרומי אשקלון,31.636089,34.554535,31.513,34.452
נחל עוז,2021-05-14,00:07:05,2021-05-14T00:07:00,1,ירי רקטות וטילים,1,10653,נחל עוז,31.47267999999999,34.497675,31.513,34.452
נתיב העשרה,2021-05-14,00:18:34,2021-05-14T00:19:00,1,ירי רקטות וטילים,1,10654,נתיב העשרה,31.572407,34.539322,31.513,34.452
נתיב העשרה,2021-05-14,00:43:48,2021-05-14T00:44:00,1,ירי רקטות וטילים,1,10655,נתיב העשרה,31.572407,34.539322,31.513,34.452
אשדוד - א,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10656,אשדוד - א,31.804381,34.655314,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10657,אשדוד - אזור תעשייה צפוני ונ,31.8322214,34.6759104,31.513,34.452
אשדוד - ג,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10658,אשדוד - ג,31.804381,34.655314,31.513,34.452
אשדוד - ח,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10659,אשדוד - ח,31.804381,34.655314,31.513,34.452
בני דרום,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10660,בני דרום,31.82087,34.691609,31.513,34.452
ניר גלים,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10661,ניר גלים,31.82552,34.68254,31.513,34.452
גן הדרום,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10662,גן הדרום,31.804056,34.69987,31.513,34.452
מתחם בני דרום,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10663,מתחם בני דרום,31.82087,34.691609,31.513,34.452
שתולים,2021-05-14,00:59:12,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10664,שתולים,31.773687,34.684409,31.513,34.452
גבעת וושינגטון,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10665,גבעת וושינגטון,31.817497,34.7289,31.513,34.452
כפר אביב,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10666,כפר אביב,31.831039,34.722577,31.513,34.452
כרם ביבנה,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10667,כרם ביבנה,31.8199341,34.7226127,31.513,34.452
קבוצת יבנה,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10668,קבוצת יבנה,31.81398699999999,34.719103,31.513,34.452
ביצרון,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10669,ביצרון,31.7949517,34.7293463,31.513,34.452
גן יבנה,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10670,גן יבנה,31.783056,34.703101,31.513,34.452
חצור אשדוד,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10671,חצור אשדוד,31.772744,34.719366,31.513,34.452
נווה מבטח,2021-05-14,00:59:17,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10672,נווה מבטח,31.806767,34.741231,31.513,34.452
נתיבות,2021-05-14,00:59:24,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10673,נתיבות,31.423196,34.595254,31.513,34.452
בארי,2021-05-14,00:59:24,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10674,בארי,31.424513,34.492567,31.513,34.452
כפר מימון ותושיה,2021-05-14,00:59:24,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10675,כפר מימון ותושיה,31.431401,34.53718,31.513,34.452
עלומים,2021-05-14,00:59:24,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10676,עלומים,31.453049,34.514711,31.513,34.452
שוקדה,2021-05-14,00:59:24,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10677,שוקדה,31.422098,34.524383,31.513,34.452
זמרת ושובה,2021-05-14,00:59:29,2021-05-14T00:59:00,1,ירי רקטות וטילים,1,10678,זמרת ושובה,31.447853,34.552288,31.513,34.452
כפר עזה,2021-05-14,00:59:35,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10679,כפר עזה,31.483416,34.532291,31.513,34.452
נחל עוז,2021-05-14,00:59:35,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10680,נחל עוז,31.47267999999999,34.497675,31.513,34.452
סעד,2021-05-14,00:59:35,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10681,סעד,31.47018499999999,34.534356,31.513,34.452
תקומה וחוות יזרעם,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10682,תקומה וחוות יזרעם,31.448536,34.578085,31.513,34.452
תקומה,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10683,תקומה,31.448536,34.578085,31.513,34.452
אזור תעשייה עד הלום,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10684,אזור תעשייה עד הלום,31.046051,34.851612,31.513,34.452
אשדוד - יא,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10685,אשדוד - יא,31.804381,34.655314,31.513,34.452
מרינה,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10685,מרינה,32.719924,35.317654,31.513,34.452
אמונים,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10686,אמונים,31.743885,34.674492,31.513,34.452
בית עזרא,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10687,בית עזרא,31.736402,34.657514,31.513,34.452
ניצן,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10688,ניצן,31.737518,34.630804,31.513,34.452
שדה עוזיהו,2021-05-14,00:59:45,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10689,שדה עוזיהו,31.758437,34.678194,31.513,34.452
נתיב העשרה,2021-05-14,00:59:56,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10690,נתיב העשרה,31.572407,34.539322,31.513,34.452
באר טוביה,2021-05-14,00:59:56,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10691,באר טוביה,31.737127,34.72557,31.513,34.452
גבעתי,2021-05-14,00:59:56,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10692,גבעתי,31.733138,34.679478,31.513,34.452
עזריקם,2021-05-14,00:59:56,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10693,עזריקם,31.751695,34.694818,31.513,34.452
יד מרדכי,2021-05-14,01:00:01,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10694,יד מרדכי,31.586963,34.5575,31.513,34.452
כרמיה,2021-05-14,01:00:07,2021-05-14T01:00:00,1,ירי רקטות וטילים,1,10695,כרמיה,31.60269499999999,34.540413,31.513,34.452
גן יבנה,2021-05-14,01:00:49,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10696,גן יבנה,31.783056,34.703101,31.513,34.452
שדה עוזיהו,2021-05-14,01:00:49,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10697,שדה עוזיהו,31.758437,34.678194,31.513,34.452
שתולים,2021-05-14,01:00:49,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10698,שתולים,31.773687,34.684409,31.513,34.452
אשדוד - ח,2021-05-14,01:00:54,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10699,אשדוד - ח,31.804381,34.655314,31.513,34.452
אשדוד - יא,2021-05-14,01:00:54,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10700,אשדוד - יא,31.804381,34.655314,31.513,34.452
מרינה,2021-05-14,01:00:54,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10700,מרינה,32.719924,35.317654,31.513,34.452
ניצן,2021-05-14,01:00:54,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10701,ניצן,31.737518,34.630804,31.513,34.452
חצור אשדוד,2021-05-14,01:01:00,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10702,חצור אשדוד,31.772744,34.719366,31.513,34.452
עזריקם,2021-05-14,01:01:00,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10703,עזריקם,31.751695,34.694818,31.513,34.452
אזור תעשייה עד הלום,2021-05-14,01:01:00,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10704,אזור תעשייה עד הלום,31.046051,34.851612,31.513,34.452
אשדוד - ג,2021-05-14,01:01:05,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10705,אשדוד - ג,31.804381,34.655314,31.513,34.452
גן הדרום,2021-05-14,01:01:05,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10706,גן הדרום,31.804056,34.69987,31.513,34.452
אמונים,2021-05-14,01:01:05,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10707,אמונים,31.743885,34.674492,31.513,34.452
אשדוד - א,2021-05-14,01:01:11,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10708,אשדוד - א,31.804381,34.655314,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,2021-05-14,01:01:11,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10709,אשדוד - אזור תעשייה צפוני ונ,31.8322214,34.6759104,31.513,34.452
בית עזרא,2021-05-14,01:01:21,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10710,בית עזרא,31.736402,34.657514,31.513,34.452
גבעתי,2021-05-14,01:01:27,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10711,גבעתי,31.733138,34.679478,31.513,34.452
עזר,2021-05-14,01:01:27,2021-05-14T01:01:00,1,ירי רקטות וטילים,1,10712,עזר,31.736151,34.671447,31.513,34.452
באר טוביה,2021-05-14,01:01:38,2021-05-14T01:02:00,1,ירי רקטות וטילים,1,10713,באר טוביה,31.737127,34.72557,31.513,34.452
שדה עוזיהו,2021-05-14,01:01:43,2021-05-14T01:02:00,1,ירי רקטות וטילים,1,10714,שדה עוזיהו,31.758437,34.678194,31.513,34.452
שתולים,2021-05-14,01:01:43,2021-05-14T01:02:00,1,ירי רקטות וטילים,1,10715,שתולים,31.773687,34.684409,31.513,34.452
אשדוד - ח,2021-05-14,01:01:49,2021-05-14T01:02:00,1,ירי רקטות וטילים,1,10716,אשדוד - ח,31.804381,34.655314,31.513,34.452
אשדוד - יא,2021-05-14,01:01:49,2021-05-14T01:02:00,1,ירי רקטות וטילים,1,10717,אשדוד - יא,31.804381,34.655314,31.513,34.452
מרינה,2021-05-14,01:01:49,2021-05-14T01:02:00,1,ירי רקטות וטילים,1,10717,מרינה,32.719924,35.317654,31.513,34.452
מולדה,2021-05-14,01:03:27,2021-05-14T01:03:00,1,ירי רקטות וטילים,1,10718,מולדה,31.261071,34.975564,31.513,34.452
 אל-סייד והפזורה,2021-05-14,01:03:27,2021-05-14T01:03:00,1,ירי רקטות וטילים,1,10718,אל-סייד והפזורה,31.281719,34.916298,31.513,34.452
עומר,2021-05-14,01:03:27,2021-05-14T01:03:00,1,ירי רקטות וטילים,1,10719,עומר,31.264305,34.849864,31.513,34.452
תל שבע,2021-05-14,01:03:27,2021-05-14T01:03:00,1,ירי רקטות וטילים,1,10720,תל שבע,31.247569,34.861193,31.513,34.452
אום בטין והפזורה,2021-05-14,01:03:27,2021-05-14T01:03:00,1,ירי רקטות וטילים,1,10721,אום בטין והפזורה,31.27674369999999,34.8829215,31.513,34.452
שגב שלום והפזורה,2021-05-14,01:03:27,2021-05-14T01:03:00,1,ירי רקטות וטילים,1,10722,שגב שלום והפזורה,31.198361,34.839665,31.513,34.452
באר שבע - דרום,2021-05-14,01:03:32,2021-05-14T01:04:00,1,ירי רקטות וטילים,1,10723,באר שבע - דרום,31.2521018,34.7867691,31.513,34.452
באר שבע - מזרח,2021-05-14,01:03:32,2021-05-14T01:04:00,1,ירי רקטות וטילים,1,10724,באר שבע - מזרח,31.2521018,34.7867691,31.513,34.452
באר שבע - מערב,2021-05-14,01:03:32,2021-05-14T01:04:00,1,ירי רקטות וטילים,1,10725,באר שבע - מערב,31.2521018,34.7867691,31.513,34.452
באר שבע - צפון,2021-05-14,01:03:32,2021-05-14T01:04:00,1,ירי רקטות וטילים,1,10726,באר שבע - צפון,31.2521018,34.7867691,31.513,34.452
מגן,2021-05-14,01:03:32,2021-05-14T01:04:00,1,ירי רקטות וטילים,1,10727,מגן,31.298108,34.427059,31.513,34.452
ניר עוז,2021-05-14,01:03:32,2021-05-14T01:04:00,1,ירי רקטות וטילים,1,10728,ניר עוז,31.309697,34.402075,31.513,34.452
חצרים,2021-05-14,01:04:08,2021-05-14T01:04:00,1,ירי רקטות וטילים,1,10729,חצרים,31.240603,34.717427,31.513,34.452
אשקלון,2021-05-14,01:08:20,2021-05-14T01:08:00,1,ירי רקטות וטילים,1,10730,אשקלון,31.6687885,34.5742523,31.513,34.452
אזור תעשייה הדרומי אשקלון,2021-05-14,01:08:20,2021-05-14T01:08:00,1,ירי רקטות וטילים,1,10731,אזור תעשייה הדרומי אשקלון,31.636089,34.554535,31.513,34.452
אזור תעשייה צפוני אשקלון,2021-05-14,01:08:31,2021-05-14T01:09:00,1,ירי רקטות וטילים,1,10732,אזור תעשייה צפוני אשקלון,31.664701,34.59809000000001,31.513,34.452
בית שקמה,2021-05-14,01:08:31,2021-05-14T01:09:00,1,ירי רקטות וטילים,1,10733,בית שקמה,31.637735,34.610074,31.513,34.452
בת הדר,2021-05-14,01:08:31,2021-05-14T01:09:00,1,ירי רקטות וטילים,1,10734,בת הדר,31.648125,34.597146,31.513,34.452
גיאה,2021-05-14,01:08:31,2021-05-14T01:09:00,1,ירי רקטות וטילים,1,10735,גיאה,31.628467,34.602678,31.513,34.452
מבקיעים,2021-05-14,01:08:31,2021-05-14T01:09:00,1,ירי רקטות וטילים,1,10736,מבקיעים,31.622518,34.577431,31.513,34.452
נתיב העשרה,2021-05-14,01:16:03,2021-05-14T01:16:00,1,ירי רקטות וטילים,1,10737,נתיב העשרה,31.572407,34.539322,31.513,34.452
כרם שלום,2021-05-14,01:16:34,2021-05-14T01:17:00,1,ירי רקטות וטילים,1,10738,כרם שלום,31.228281,34.284559,31.513,34.452
יבול,2021-05-14,01:16:34,2021-05-14T01:17:00,1,ירי רקטות וטילים,1,10739,יבול,31.189458,34.318952,31.513,34.452
אזור תעשייה עד הלום,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10740,אזור תעשייה עד הלום,31.046051,34.851612,31.513,34.452
אשדוד - ג,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10741,אשדוד - ג,31.804381,34.655314,31.513,34.452
אשדוד - ח,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10742,אשדוד - ח,31.804381,34.655314,31.513,34.452
אזור תעשייה צפוני אשקלון,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10743,אזור תעשייה צפוני אשקלון,31.664701,34.59809000000001,31.513,34.452
אשקלון,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10744,אשקלון,31.6687885,34.5742523,31.513,34.452
באר גנים,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10745,באר גנים,31.7003539,34.610934,31.513,34.452
גן הדרום,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10746,גן הדרום,31.804056,34.69987,31.513,34.452
גן יבנה,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10747,גן יבנה,31.783056,34.703101,31.513,34.452
אמונים,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10748,אמונים,31.743885,34.674492,31.513,34.452
בית עזרא,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10749,בית עזרא,31.736402,34.657514,31.513,34.452
ברכיה,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10750,ברכיה,31.66804699999999,34.624296,31.513,34.452
גבעתי,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10751,גבעתי,31.733138,34.679478,31.513,34.452
הודיה,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10752,הודיה,31.676356,34.639275,31.513,34.452
כפר סילבר,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10753,כפר סילבר,31.675669,34.612311,31.513,34.452
ניצן,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10754,ניצן,31.737518,34.630804,31.513,34.452
ניצנים,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10755,ניצנים,31.717845,34.634636,31.513,34.452
ניר ישראל,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10756,ניר ישראל,31.692156,34.638071,31.513,34.452
עזר,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10757,עזר,31.736151,34.671447,31.513,34.452
עזריקם,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10758,עזריקם,31.751695,34.694818,31.513,34.452
שדה עוזיהו,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10759,שדה עוזיהו,31.758437,34.678194,31.513,34.452
שתולים,2021-05-14,01:29:07,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10760,שתולים,31.773687,34.684409,31.513,34.452
אשדוד - א,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10761,אשדוד - א,31.804381,34.655314,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10762,אשדוד - אזור תעשייה צפוני ונ,31.8322214,34.6759104,31.513,34.452
אשדוד - יא,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10763,אשדוד - יא,31.804381,34.655314,31.513,34.452
מרינה,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10763,מרינה,32.719924,35.317654,31.513,34.452
בני דרום,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10764,בני דרום,31.82087,34.691609,31.513,34.452
ניר גלים,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10765,ניר גלים,31.82552,34.68254,31.513,34.452
ביצרון,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10766,ביצרון,31.7949517,34.7293463,31.513,34.452
גבעת וושינגטון,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10767,גבעת וושינגטון,31.817497,34.7289,31.513,34.452
חצור אשדוד,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10768,חצור אשדוד,31.772744,34.719366,31.513,34.452
כפר אביב,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10769,כפר אביב,31.831039,34.722577,31.513,34.452
כרם ביבנה,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10770,כרם ביבנה,31.8199341,34.7226127,31.513,34.452
משגב דב,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10771,משגב דב,31.819054,34.739162,31.513,34.452
מתחם בני דרום,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10772,מתחם בני דרום,31.82087,34.691609,31.513,34.452
נווה מבטח,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10773,נווה מבטח,31.806767,34.741231,31.513,34.452
עשרת,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10774,עשרת,31.824913,34.747459,31.513,34.452
קבוצת יבנה,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10775,קבוצת יבנה,31.81398699999999,34.719103,31.513,34.452
שדמה,2021-05-14,01:29:12,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10776,שדמה,31.833778,34.74009,31.513,34.452
גאליה,2021-05-14,01:29:18,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10777,גאליה,31.885644,34.765351,31.513,34.452
יבנה,2021-05-14,01:29:18,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10778,יבנה,31.87535339999999,34.7350096,31.513,34.452
בית גמליאל,2021-05-14,01:29:18,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10779,בית גמליאל,31.856128,34.760947,31.513,34.452
בן זכאי,2021-05-14,01:29:18,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10780,בן זכאי,31.85722299999999,34.727432,31.513,34.452
בניה,2021-05-14,01:29:18,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10781,בניה,31.84344399999999,34.751793,31.513,34.452
מעון צופיה,2021-05-14,01:29:18,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10782,מעון צופיה,31.855517,34.7374628,31.513,34.452
כפר מרדכי,2021-05-14,01:29:29,2021-05-14T01:29:00,1,ירי רקטות וטילים,1,10783,כפר מרדכי,31.831504,34.756643,31.513,34.452
בארי,2021-05-14,01:31:50,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10784,בארי,31.424513,34.492567,31.513,34.452
כפר מימון ותושיה,2021-05-14,01:31:50,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10785,כפר מימון ותושיה,31.431401,34.53718,31.513,34.452
עלומים,2021-05-14,01:31:50,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10786,עלומים,31.453049,34.514711,31.513,34.452
שוקדה,2021-05-14,01:31:50,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10787,שוקדה,31.422098,34.524383,31.513,34.452
נתיבות,2021-05-14,01:32:00,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10788,נתיבות,31.423196,34.595254,31.513,34.452
זמרת ושובה,2021-05-14,01:32:00,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10789,זמרת ושובה,31.447853,34.552288,31.513,34.452
תקומה וחוות יזרעם,2021-05-14,01:32:00,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10790,תקומה וחוות יזרעם,31.448536,34.578085,31.513,34.452
תקומה,2021-05-14,01:32:16,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10791,תקומה,31.448536,34.578085,31.513,34.452
סעד,2021-05-14,01:32:21,2021-05-14T01:32:00,1,ירי רקטות וטילים,1,10792,סעד,31.47018499999999,34.534356,31.513,34.452
זיקים,2021-05-14,01:33:09,2021-05-14T01:33:00,1,ירי רקטות וטילים,1,10793,זיקים,31.607204,34.520968,31.513,34.452
יד מרדכי,2021-05-14,01:33:09,2021-05-14T01:33:00,1,ירי רקטות וטילים,1,10794,יד מרדכי,31.586963,34.5575,31.513,34.452
כרמיה,2021-05-14,01:33:09,2021-05-14T01:33:00,1,ירי רקטות וטילים,1,10795,כרמיה,31.60269499999999,34.540413,31.513,34.452
נתיב העשרה,2021-05-14,01:33:09,2021-05-14T01:33:00,1,ירי רקטות וטילים,1,10796,נתיב העשרה,31.572407,34.539322,31.513,34.452
אזור תעשייה צפוני אשקלון,2021-05-14,01:33:51,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10797,אזור תעשייה צפוני אשקלון,31.664701,34.59809000000001,31.513,34.452
אשקלון,2021-05-14,01:33:51,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10798,אשקלון,31.6687885,34.5742523,31.513,34.452
באר גנים,2021-05-14,01:33:51,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10799,באר גנים,31.7003539,34.610934,31.513,34.452
גדרה,2021-05-14,01:34:16,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10800,גדרה,31.8123014,34.77701920000001,31.513,34.452
קדרון,2021-05-14,01:34:16,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10801,קדרון,31.814142,34.795548,31.513,34.452
אזור תעשייה כנות,2021-05-14,01:34:16,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10802,אזור תעשייה כנות,31.801344,34.759136,31.513,34.452
בני עי''ש,2021-05-14,01:34:16,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10803,בני עי''ש,31.790235,34.759291,31.513,34.452
חצב,2021-05-14,01:34:16,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10804,חצב,31.780095,34.770572,31.513,34.452
בית אלעזרי,2021-05-14,01:34:21,2021-05-14T01:34:00,1,ירי רקטות וטילים,1,10805,בית אלעזרי,31.844717,34.806627,31.513,34.452
כנות,2021-05-14,01:34:32,2021-05-14T01:35:00,1,ירי רקטות וטילים,1,10806,כנות,31.046051,34.851612,31.513,34.452
בני ראם,2021-05-14,01:34:47,2021-05-14T01:35:00,1,ירי רקטות וטילים,1,10807,בני ראם,31.769972,34.790463,31.513,34.452
גני טל,2021-05-14,01:34:47,2021-05-14T01:35:00,1,ירי רקטות וטילים,1,10808,גני טל,31.788573,34.791392,31.513,34.452
